operating_date,interval_index,interval_start,interval_end,duration_hours,load_kw,pv_actual_kw,electricity_price_yuan_per_kwh,load_energy_kwh,pv_actual_energy_kwh
2025-02-03,60,2025-02-03 09:50:00,2025-02-03 10:00:00,0.1666666667,6787.06,5366.325,1.0736,1131.176667,894.3875
2025-02-03,61,2025-02-03 10:00:00,2025-02-03 10:10:00,0.1666666667,6763.2921,5587.1643,1.049,1127.21535,931.19405
2025-02-03,62,2025-02-03 10:10:00,2025-02-03 10:20:00,0.1666666667,6902.8358,5708.2396,1.0744,1150.472633,951.3732667
2025-02-03,63,2025-02-03 10:20:00,2025-02-03 10:30:00,0.1666666667,7016.31,5663.625,1.1249,1169.385,943.9375
2025-02-03,64,2025-02-03 10:30:00,2025-02-03 10:40:00,0.1666666667,7015.3261,5591.0652,1.1434,1169.221017,931.8442
2025-02-03,65,2025-02-03 10:40:00,2025-02-03 10:50:00,0.1666666667,6849.1934,5868.1171,0.9384,1141.532233,978.0195167
2025-02-03,66,2025-02-03 10:50:00,2025-02-03 11:00:00,0.1666666667,6633.22,6356.2125,0.6622,1105.536667,1059.36875
2025-02-03,67,2025-02-03 11:00:00,2025-02-03 11:10:00,0.1666666667,6591.6314,6486.2613,0.6804,1098.605233,1081.04355
2025-02-03,68,2025-02-03 11:10:00,2025-02-03 11:20:00,0.1666666667,6748.0069,6277.2121,0.7161,1124.667817,1046.202017
2025-02-03,69,2025-02-03 11:20:00,2025-02-03 11:30:00,0.1666666667,6939.41,6171.0375,0.6605,1156.568333,1028.50625
2025-02-03,70,2025-02-03 11:30:00,2025-02-03 11:40:00,0.1666666667,6906.4448,6571.2444,0.6707,1151.074133,1095.2074
2025-02-03,71,2025-02-03 11:40:00,2025-02-03 11:50:00,0.1666666667,6557.1512,6690.5234,0.6434,1092.858533,1115.087233
2025-02-03,72,2025-02-03 11:50:00,2025-02-03 12:00:00,0.1666666667,6179.16,6392.925,0.5716,1029.86,1065.4875
2025-02-03,73,2025-02-03 12:00:00,2025-02-03 12:10:00,0.1666666667,6201.0237,6307.0588,0.5792,1033.50395,1051.176467
2025-02-03,74,2025-02-03 12:10:00,2025-02-03 12:20:00,0.1666666667,6283.7355,6314.5621,0.6533,1047.28925,1052.427017
2025-02-03,75,2025-02-03 12:20:00,2025-02-03 12:30:00,0.1666666667,6205.79,6165.9375,0.6925,1034.298333,1027.65625
2025-02-03,76,2025-02-03 12:30:00,2025-02-03 12:40:00,0.1666666667,6101.8178,5821.1143,0.6327,1016.969633,970.1857167
2025-02-03,77,2025-02-03 12:40:00,2025-02-03 12:50:00,0.1666666667,6256.2681,5782.3204,0.7523,1042.71135,963.7200667
2025-02-03,78,2025-02-03 12:50:00,2025-02-03 13:00:00,0.1666666667,6478.48,5978.475,0.9964,1079.746667,996.4125
2025-02-03,79,2025-02-03 13:00:00,2025-02-03 13:10:00,0.1666666667,6326.5879,5853.539,1.0208,1054.431317,975.5898333
2025-02-03,80,2025-02-03 13:10:00,2025-02-03 13:20:00,0.1666666667,6353.2911,5725.7295,0.9956,1058.88185,954.28825
2025-02-03,81,2025-02-03 13:20:00,2025-02-03 13:30:00,0.1666666667,6521.17,5717.8125,1.0193,1086.861667,952.96875
2025-02-03,82,2025-02-03 13:30:00,2025-02-03 13:40:00,0.1666666667,6262.9832,5602.8933,1.0122,1043.830533,933.81555
2025-02-03,83,2025-02-03 13:40:00,2025-02-03 13:50:00,0.1666666667,6229.8159,5440.4246,1.0024,1038.30265,906.7374333
2025-02-03,84,2025-02-03 13:50:00,2025-02-03 14:00:00,0.1666666667,6481.06,5316.1125,1.0153,1080.176667,886.01875
2025-02-03,85,2025-02-03 14:00:00,2025-02-03 14:10:00,0.1666666667,6403.1887,5250.4266,1.0397,1067.198117,875.0711
2025-02-03,86,2025-02-03 14:10:00,2025-02-03 14:20:00,0.1666666667,6297.0155,5201.1087,1.0457,1049.502583,866.85145
2025-02-03,87,2025-02-03 14:20:00,2025-02-03 14:30:00,0.1666666667,6333.33,5073.1125,1.067,1055.555,845.51875
2025-02-03,88,2025-02-03 14:30:00,2025-02-03 14:40:00,0.1666666667,6361.4609,4772.1074,1.1376,1060.243483,795.3512333
2025-02-03,89,2025-02-03 14:40:00,2025-02-03 14:50:00,0.1666666667,6413.9012,4358.3516,1.0383,1068.983533,726.3919333
2025-02-03,90,2025-02-03 14:50:00,2025-02-03 15:00:00,0.1666666667,6453.94,3956.325,0.8433,1075.656667,659.3875
2025-02-03,91,2025-02-03 15:00:00,2025-02-03 15:10:00,0.1666666667,6363.6505,3659.4805,0.8556,1060.608417,609.9134167
2025-02-03,92,2025-02-03 15:10:00,2025-02-03 15:20:00,0.1666666667,6180.9555,3343.0089,0.877,1030.15925,557.16815
2025-02-03,93,2025-02-03 15:20:00,2025-02-03 15:30:00,0.1666666667,6087.24,2974.875,0.8337,1014.54,495.8125
2025-02-03,94,2025-02-03 15:30:00,2025-02-03 15:40:00,0.1666666667,6224.8774,2652.6883,0.8602,1037.479567,442.1147167
2025-02-03,95,2025-02-03 15:40:00,2025-02-03 15:50:00,0.1666666667,6192.9434,2399.242,0.9135,1032.157233,399.8736667
2025-02-03,96,2025-02-03 15:50:00,2025-02-03 16:00:00,0.1666666667,6034,2150.4,0.9559,1005.666667,358.4
2025-02-03,97,2025-02-03 16:00:00,2025-02-03 16:10:00,0.1666666667,6176.3787,1816.569,0.9917,1029.39645,302.7615
2025-02-03,98,2025-02-03 16:10:00,2025-02-03 16:20:00,0.1666666667,6286.8491,1470.0177,0.9876,1047.808183,245.00295
2025-02-03,99,2025-02-03 16:20:00,2025-02-03 16:30:00,0.1666666667,6225.27,1162.275,0.9791,1037.545,193.7125
2025-02-03,100,2025-02-03 16:30:00,2025-02-03 16:40:00,0.1666666667,6188.0451,884.5168,1.0408,1031.34085,147.4194667
2025-02-03,101,2025-02-03 16:40:00,2025-02-03 16:50:00,0.1666666667,6160.8359,633.2179,1.0894,1026.805983,105.5363167
2025-02-03,102,2025-02-03 16:50:00,2025-02-03 17:00:00,0.1666666667,6129.45,383.2875,1.0972,1021.575,63.88125
2025-02-03,103,2025-02-03 17:00:00,2025-02-03 17:10:00,0.1666666667,6127.4318,124.8732,1.1128,1021.238633,20.8122
2025-02-03,104,2025-02-03 17:10:00,2025-02-03 17:20:00,0.1666666667,6152.2373,0,1.1065,1025.372883,0
2025-02-03,105,2025-02-03 17:20:00,2025-02-03 17:30:00,0.1666666667,6224.14,0,1.081,1037.356667,0
2025-02-03,106,2025-02-03 17:30:00,2025-02-03 17:40:00,0.1666666667,6233.9384,2.6636,1.0906,1038.989733,0.4439333333
2025-02-03,107,2025-02-03 17:40:00,2025-02-03 17:50:00,0.1666666667,5481.1387,0,1.1796,913.5231167,0
2025-02-03,108,2025-02-03 17:50:00,2025-02-03 18:00:00,0.1666666667,4401.83,0,1.2907,733.6383333,0
2025-02-03,109,2025-02-03 18:00:00,2025-02-03 18:10:00,0.1666666667,4245.8516,0.1912,1.3113,707.6419333,0.03186666667
2025-02-03,110,2025-02-03 18:10:00,2025-02-03 18:20:00,0.1666666667,4405.0674,0,1.2989,734.1779,0
2025-02-03,111,2025-02-03 18:20:00,2025-02-03 18:30:00,0.1666666667,4386.01,0,1.3003,731.0016667,0
2025-02-03,112,2025-02-03 18:30:00,2025-02-03 18:40:00,0.1666666667,4283.1266,0.0137,1.3038,713.8544333,0.002283333333
2025-02-03,113,2025-02-03 18:40:00,2025-02-03 18:50:00,0.1666666667,4170.8372,0,1.2861,695.1395333,0
2025-02-03,114,2025-02-03 18:50:00,2025-02-03 19:00:00,0.1666666667,4144.74,0,1.259,690.79,0
2025-02-03,115,2025-02-03 19:00:00,2025-02-03 19:10:00,0.1666666667,4275.9972,0,1.2604,712.6662,0
2025-02-03,116,2025-02-03 19:10:00,2025-02-03 19:20:00,0.1666666667,4411.1059,0,1.281,735.1843167,0
2025-02-03,117,2025-02-03 19:20:00,2025-02-03 19:30:00,0.1666666667,4428.69,0,1.2957,738.115,0
2025-02-03,118,2025-02-03 19:30:00,2025-02-03 19:40:00,0.1666666667,4335.9206,0,1.2883,722.6534333,0
2025-02-03,119,2025-02-03 19:40:00,2025-02-03 19:50:00,0.1666666667,4291.4631,0,1.2905,715.24385,0
2025-02-03,120,2025-02-03 19:50:00,2025-02-03 20:00:00,0.1666666667,4306.97,0,1.2925,717.8283333,0
2025-02-03,121,2025-02-03 20:00:00,2025-02-03 20:10:00,0.1666666667,4269.9239,0,1.2534,711.6539833,0
2025-02-03,122,2025-02-03 20:10:00,2025-02-03 20:20:00,0.1666666667,4298.3288,0,1.2226,716.3881333,0
2025-02-03,123,2025-02-03 20:20:00,2025-02-03 20:30:00,0.1666666667,4377.61,0,1.2568,729.6016667,0
2025-02-03,124,2025-02-03 20:30:00,2025-02-03 20:40:00,0.1666666667,4344.978,0,1.3325,724.163,0
2025-02-03,125,2025-02-03 20:40:00,2025-02-03 20:50:00,0.1666666667,4218.956,0,1.1898,703.1593333,0
2025-02-03,126,2025-02-03 20:50:00,2025-02-03 21:00:00,0.1666666667,4184.9,0,0.9345,697.4833333,0
2025-02-03,127,2025-02-03 21:00:00,2025-02-03 21:10:00,0.1666666667,4391.6678,0,0.9407,731.9446333,0
2025-02-03,128,2025-02-03 21:10:00,2025-02-03 21:20:00,0.1666666667,4394.6789,0,0.9742,732.4464833,0
2025-02-03,129,2025-02-03 21:20:00,2025-02-03 21:30:00,0.1666666667,4285.05,0,0.9576,714.175,0
2025-02-03,130,2025-02-03 21:30:00,2025-02-03 21:40:00,0.1666666667,4493.1038,0,1.0083,748.8506333,0
2025-02-03,131,2025-02-03 21:40:00,2025-02-03 21:50:00,0.1666666667,4123.8497,0,0.7932,687.3082833,0
2025-02-03,132,2025-02-03 21:50:00,2025-02-03 22:00:00,0.1666666667,3293.37,0,0.431,548.895,0
2025-02-03,133,2025-02-03 22:00:00,2025-02-03 22:10:00,0.1666666667,3105.1174,0,0.4127,517.5195667,0
2025-02-03,134,2025-02-03 22:10:00,2025-02-03 22:20:00,0.1666666667,3229.5907,0,0.4591,538.2651167,0
2025-02-03,135,2025-02-03 22:20:00,2025-02-03 22:30:00,0.1666666667,3357.66,0,0.4257,559.61,0
2025-02-03,136,2025-02-03 22:30:00,2025-02-03 22:40:00,0.1666666667,3501.5761,0,0.4447,583.5960167,0
2025-02-03,137,2025-02-03 22:40:00,2025-02-03 22:50:00,0.1666666667,3407.5277,0,0.4293,567.9212833,0
2025-02-03,138,2025-02-03 22:50:00,2025-02-03 23:00:00,0.1666666667,3255.72,0,0.3831,542.62,0
2025-02-03,139,2025-02-03 23:00:00,2025-02-03 23:10:00,0.1666666667,3462.0944,0,0.4118,577.0157333,0
2025-02-03,140,2025-02-03 23:10:00,2025-02-03 23:20:00,0.1666666667,3405.4182,0,0.4357,567.5697,0
2025-02-03,141,2025-02-03 23:20:00,2025-02-03 23:30:00,0.1666666667,3093.7,0,0.417,515.6166667,0
2025-02-03,142,2025-02-03 23:30:00,2025-02-03 23:40:00,0.1666666667,3198.8987,0,0.4004,533.1497833,0
2025-02-03,143,2025-02-03 23:40:00,2025-02-03 23:50:00,0.1666666667,3477.1602,0,0.4012,579.5267,0
2025-02-03,144,2025-02-03 23:50:00,2025-02-04 00:00:00,0.1666666667,3553.22,0,0.4074,592.2033333,0
2025-02-04,1,2025-02-04 00:00:00,2025-02-04 00:10:00,0.1666666667,3336.6152,0,0.4005,556.1025333,0
2025-02-04,2,2025-02-04 00:10:00,2025-02-04 00:20:00,0.1666666667,3408.8996,0,0.4108,568.1499333,0
2025-02-04,3,2025-02-04 00:20:00,2025-02-04 00:30:00,0.1666666667,3660.38,0,0.4217,610.0633333,0
2025-02-04,4,2025-02-04 00:30:00,2025-02-04 00:40:00,0.1666666667,3443.381,0,0.3879,573.8968333,0
2025-02-04,5,2025-02-04 00:40:00,2025-02-04 00:50:00,0.1666666667,3357.9047,0,0.381,559.6507833,0
2025-02-04,6,2025-02-04 00:50:00,2025-02-04 01:00:00,0.1666666667,3581.83,0,0.4298,596.9716667,0
2025-02-04,7,2025-02-04 01:00:00,2025-02-04 01:10:00,0.1666666667,3660.2306,0,0.4852,610.0384333,0
2025-02-04,8,2025-02-04 01:10:00,2025-02-04 01:20:00,0.1666666667,3584.7198,0,0.4816,597.4533,0
2025-02-04,9,2025-02-04 01:20:00,2025-02-04 01:30:00,0.1666666667,3554.88,0,0.4387,592.48,0
2025-02-04,10,2025-02-04 01:30:00,2025-02-04 01:40:00,0.1666666667,3732.4547,0,0.4332,622.0757833,0
2025-02-04,11,2025-02-04 01:40:00,2025-02-04 01:50:00,0.1666666667,3792.5835,0,0.4211,632.09725,0
2025-02-04,12,2025-02-04 01:50:00,2025-02-04 02:00:00,0.1666666667,3683.77,0,0.4079,613.9616667,0
2025-02-04,13,2025-02-04 02:00:00,2025-02-04 02:10:00,0.1666666667,3679.2392,0,0.4468,613.2065333,0
2025-02-04,14,2025-02-04 02:10:00,2025-02-04 02:20:00,0.1666666667,3765.887,0,0.4658,627.6478333,0
2025-02-04,15,2025-02-04 02:20:00,2025-02-04 02:30:00,0.1666666667,3825.6,0,0.4548,637.6,0
2025-02-04,16,2025-02-04 02:30:00,2025-02-04 02:40:00,0.1666666667,3781.583,0,0.4748,630.2638333,0
2025-02-04,17,2025-02-04 02:40:00,2025-02-04 02:50:00,0.1666666667,3823.7076,0,0.4967,637.2846,0
2025-02-04,18,2025-02-04 02:50:00,2025-02-04 03:00:00,0.1666666667,3869.66,0,0.497,644.9433333,0
2025-02-04,19,2025-02-04 03:00:00,2025-02-04 03:10:00,0.1666666667,3676.6709,0,0.4818,612.7784833,0
2025-02-04,20,2025-02-04 03:10:00,2025-02-04 03:20:00,0.1666666667,3690.3593,0,0.458,615.0598833,0
2025-02-04,21,2025-02-04 03:20:00,2025-02-04 03:30:00,0.1666666667,3929.86,0,0.4531,654.9766667,0
2025-02-04,22,2025-02-04 03:30:00,2025-02-04 03:40:00,0.1666666667,3947.2932,0,0.4868,657.8822,0
2025-02-04,23,2025-02-04 03:40:00,2025-02-04 03:50:00,0.1666666667,3832.9804,0,0.4699,638.8300667,0
2025-02-04,24,2025-02-04 03:50:00,2025-02-04 04:00:00,0.1666666667,3750.74,0,0.432,625.1233333,0
2025-02-04,25,2025-02-04 04:00:00,2025-02-04 04:10:00,0.1666666667,3770.2417,0,0.4885,628.3736167,0
2025-02-04,26,2025-02-04 04:10:00,2025-02-04 04:20:00,0.1666666667,3855.8012,0,0.5193,642.6335333,0
2025-02-04,27,2025-02-04 04:20:00,2025-02-04 04:30:00,0.1666666667,3958.72,0,0.4868,659.7866667,0
2025-02-04,28,2025-02-04 04:30:00,2025-02-04 04:40:00,0.1666666667,4026.6169,0,0.4719,671.1028167,0
2025-02-04,29,2025-02-04 04:40:00,2025-02-04 04:50:00,0.1666666667,3951.1382,0,0.4571,658.5230333,0
2025-02-04,30,2025-02-04 04:50:00,2025-02-04 05:00:00,0.1666666667,3816.31,0,0.433,636.0516667,0
2025-02-04,31,2025-02-04 05:00:00,2025-02-04 05:10:00,0.1666666667,3849.5351,0,0.4287,641.5891833,0
2025-02-04,32,2025-02-04 05:10:00,2025-02-04 05:20:00,0.1666666667,4019.7327,0.0059,0.4825,669.95545,0.0009833333333
2025-02-04,33,2025-02-04 05:20:00,2025-02-04 05:30:00,0.1666666667,4093.72,0,0.5052,682.2866667,0
2025-02-04,34,2025-02-04 05:30:00,2025-02-04 05:40:00,0.1666666667,3932.184,0,0.411,655.364,0
2025-02-04,35,2025-02-04 05:40:00,2025-02-04 05:50:00,0.1666666667,4266.4029,0.0827,0.6163,711.06715,0.01378333333
2025-02-04,36,2025-02-04 05:50:00,2025-02-04 06:00:00,0.1666666667,5006.39,0,1.0157,834.3983333,0
2025-02-04,37,2025-02-04 06:00:00,2025-02-04 06:10:00,0.1666666667,5278.7665,0,1.06,879.7944167,0
2025-02-04,38,2025-02-04 06:10:00,2025-02-04 06:20:00,0.1666666667,5233.1418,1.1512,1.0074,872.1903,0.1918666667
2025-02-04,39,2025-02-04 06:20:00,2025-02-04 06:30:00,0.1666666667,5171.74,0,1.0398,861.9566667,0
2025-02-04,40,2025-02-04 06:30:00,2025-02-04 06:40:00,0.1666666667,5211.4822,7.5892,1.0663,868.5803667,1.264866667
2025-02-04,41,2025-02-04 06:40:00,2025-02-04 06:50:00,0.1666666667,5197.2767,126.7966,1.046,866.2127833,21.13276667
2025-02-04,42,2025-02-04 06:50:00,2025-02-04 07:00:00,0.1666666667,5156.16,357.1875,1.014,859.36,59.53125
2025-02-04,43,2025-02-04 07:00:00,2025-02-04 07:10:00,0.1666666667,5263.4876,594.9953,1.0283,877.2479333,99.16588333
2025-02-04,44,2025-02-04 07:10:00,2025-02-04 07:20:00,0.1666666667,5302.4221,828.3739,1.0015,883.7370167,138.0623167
2025-02-04,45,2025-02-04 07:20:00,2025-02-04 07:30:00,0.1666666667,5183.34,1076.025,0.8948,863.89,179.3375
2025-02-04,46,2025-02-04 07:30:00,2025-02-04 07:40:00,0.1666666667,5167.5228,1366.2611,0.8093,861.2538,227.7101833
2025-02-04,47,2025-02-04 07:40:00,2025-02-04 07:50:00,0.1666666667,5950.1372,1736.4608,1.0382,991.6895333,289.4101333
2025-02-04,48,2025-02-04 07:50:00,2025-02-04 08:00:00,0.1666666667,7018.49,2120.2125,1.3987,1169.748333,353.36875
2025-02-04,49,2025-02-04 08:00:00,2025-02-04 08:10:00,0.1666666667,7090.5435,2406.8488,1.3894,1181.75725,401.1414667
2025-02-04,50,2025-02-04 08:10:00,2025-02-04 08:20:00,0.1666666667,7014.7406,2723.6964,1.3081,1169.123433,453.9494
2025-02-04,51,2025-02-04 08:20:00,2025-02-04 08:30:00,0.1666666667,7107.25,3055.425,1.3044,1184.541667,509.2375
2025-02-04,52,2025-02-04 08:30:00,2025-02-04 08:40:00,0.1666666667,6866.4316,3241.1742,1.2383,1144.405267,540.1957
2025-02-04,53,2025-02-04 08:40:00,2025-02-04 08:50:00,0.1666666667,6803.4191,3350.9185,1.2197,1133.903183,558.4864167
2025-02-04,54,2025-02-04 08:50:00,2025-02-04 09:00:00,0.1666666667,6936.35,3507.075,1.2392,1156.058333,584.5125
2025-02-04,55,2025-02-04 09:00:00,2025-02-04 09:10:00,0.1666666667,6781.4388,3778.7916,1.1757,1130.2398,629.7986
2025-02-04,56,2025-02-04 09:10:00,2025-02-04 09:20:00,0.1666666667,6844.4418,4056.4275,1.1966,1140.7403,676.07125
2025-02-04,57,2025-02-04 09:20:00,2025-02-04 09:30:00,0.1666666667,7091.32,4283.2875,1.2647,1181.886667,713.88125
2025-02-04,58,2025-02-04 09:30:00,2025-02-04 09:40:00,0.1666666667,6956.5717,4513.6455,1.1707,1159.428617,752.27425
2025-02-04,59,2025-02-04 09:40:00,2025-02-04 09:50:00,0.1666666667,6902.3983,4845.9046,1.1168,1150.399717,807.6507667
2025-02-04,60,2025-02-04 09:50:00,2025-02-04 10:00:00,0.1666666667,7008.47,5172.1125,1.1355,1168.078333,862.01875
2025-02-04,61,2025-02-04 10:00:00,2025-02-04 10:10:00,0.1666666667,6860.5501,5272.3218,1.061,1143.425017,878.7203
2025-02-04,62,2025-02-04 10:10:00,2025-02-04 10:20:00,0.1666666667,6654.4937,5335.2866,1.0296,1109.082283,889.2144333
2025-02-04,63,2025-02-04 10:20:00,2025-02-04 10:30:00,0.1666666667,6584.89,5459.1375,1.0852,1097.481667,909.85625
2025-02-04,64,2025-02-04 10:30:00,2025-02-04 10:40:00,0.1666666667,6642.6662,5583.587,1.0968,1107.111033,930.5978333
2025-02-04,65,2025-02-04 10:40:00,2025-02-04 10:50:00,0.1666666667,6658.1956,5786.4603,0.9288,1109.699267,964.41005
2025-02-04,66,2025-02-04 10:50:00,2025-02-04 11:00:00,0.1666666667,6661.16,5979.3375,0.714,1110.193333,996.55625
2025-02-04,67,2025-02-04 11:00:00,2025-02-04 11:10:00,0.1666666667,6817.0111,5986.7045,0.7246,1136.168517,997.7840833
2025-02-04,68,2025-02-04 11:10:00,2025-02-04 11:20:00,0.1666666667,6894.0265,6080.1713,0.7303,1149.004417,1013.361883
2025-02-04,69,2025-02-04 11:20:00,2025-02-04 11:30:00,0.1666666667,6796.52,6277.4625,0.6588,1132.753333,1046.24375
2025-02-04,70,2025-02-04 11:30:00,2025-02-04 11:40:00,0.1666666667,6645.9327,6348.2126,0.6667,1107.65545,1058.035433
2025-02-04,71,2025-02-04 11:40:00,2025-02-04 11:50:00,0.1666666667,6480.662,6522.8243,0.6818,1080.110333,1087.137383
2025-02-04,72,2025-02-04 11:50:00,2025-02-04 12:00:00,0.1666666667,6320.63,6731.0625,0.6509,1053.438333,1121.84375
2025-02-04,73,2025-02-04 12:00:00,2025-02-04 12:10:00,0.1666666667,6209.727,6646.6468,0.6104,1034.9545,1107.774467
2025-02-04,74,2025-02-04 12:10:00,2025-02-04 12:20:00,0.1666666667,6256.7548,6582.2061,0.6334,1042.792467,1097.03435
2025-02-04,75,2025-02-04 12:20:00,2025-02-04 12:30:00,0.1666666667,6328.33,6641.625,0.6457,1054.721667,1106.9375
2025-02-04,76,2025-02-04 12:30:00,2025-02-04 12:40:00,0.1666666667,6200.3562,6584.2747,0.5451,1033.3927,1097.379117
2025-02-04,77,2025-02-04 12:40:00,2025-02-04 12:50:00,0.1666666667,6293.9794,6296.0901,0.709,1048.996567,1049.34835
2025-02-04,78,2025-02-04 12:50:00,2025-02-04 13:00:00,0.1666666667,6618.01,5978.025,1.0348,1103.001667,996.3375
2025-02-04,79,2025-02-04 13:00:00,2025-02-04 13:10:00,0.1666666667,6718.4247,5907.3222,1.0198,1119.73745,984.5537
2025-02-04,80,2025-02-04 13:10:00,2025-02-04 13:20:00,0.1666666667,6597.753,5584.6107,0.9583,1099.6255,930.76845
2025-02-04,81,2025-02-04 13:20:00,2025-02-04 13:30:00,0.1666666667,6423.21,5117.325,1.0209,1070.535,852.8875
2025-02-04,82,2025-02-04 13:30:00,2025-02-04 13:40:00,0.1666666667,6352.032,5132.4251,1.0769,1058.672,855.4041833
2025-02-04,83,2025-02-04 13:40:00,2025-02-04 13:50:00,0.1666666667,6325.483,5142.6718,1.106,1054.247167,857.1119667
2025-02-04,84,2025-02-04 13:50:00,2025-02-04 14:00:00,0.1666666667,6248.34,4915.1625,1.1082,1041.39,819.19375
2025-02-04,85,2025-02-04 14:00:00,2025-02-04 14:10:00,0.1666666667,6108.216,4691.1586,1.0882,1018.036,781.8597667
2025-02-04,86,2025-02-04 14:10:00,2025-02-04 14:20:00,0.1666666667,6136.0102,4446.0101,1.1136,1022.668367,741.0016833
2025-02-04,87,2025-02-04 14:20:00,2025-02-04 14:30:00,0.1666666667,6257.19,4180.9125,1.1778,1042.865,696.81875
2025-02-04,88,2025-02-04 14:30:00,2025-02-04 14:40:00,0.1666666667,6169.689,3964.1043,1.1791,1028.2815,660.68405
2025-02-04,89,2025-02-04 14:40:00,2025-02-04 14:50:00,0.1666666667,6114.5243,3740.4133,1.0107,1019.087383,623.4022167
2025-02-04,90,2025-02-04 14:50:00,2025-02-04 15:00:00,0.1666666667,6222.22,3457.275,0.815,1037.036667,576.2125
2025-02-04,91,2025-02-04 15:00:00,2025-02-04 15:10:00,0.1666666667,6359.7027,3141.0618,0.8547,1059.95045,523.5103
2025-02-04,92,2025-02-04 15:10:00,2025-02-04 15:20:00,0.1666666667,6350.3532,2982.7633,0.8875,1058.3922,497.1272167
2025-02-04,93,2025-02-04 15:20:00,2025-02-04 15:30:00,0.1666666667,6230.05,2919.15,0.8267,1038.341667,486.525
2025-02-04,94,2025-02-04 15:30:00,2025-02-04 15:40:00,0.1666666667,6193.8356,2689.6879,0.8268,1032.305933,448.2813167
2025-02-04,95,2025-02-04 15:40:00,2025-02-04 15:50:00,0.1666666667,6193.6116,2416.5705,0.8717,1032.2686,402.76175
2025-02-04,96,2025-02-04 15:50:00,2025-02-04 16:00:00,0.1666666667,6180.26,2138.25,0.9299,1030.043333,356.375
2025-02-04,97,2025-02-04 16:00:00,2025-02-04 16:10:00,0.1666666667,6168.6792,1765.9774,0.9935,1028.1132,294.3295667
2025-02-04,98,2025-02-04 16:10:00,2025-02-04 16:20:00,0.1666666667,6178.8633,1426.8934,1.0272,1029.81055,237.8155667
2025-02-04,99,2025-02-04 16:20:00,2025-02-04 16:30:00,0.1666666667,6181.13,1168.425,1.0285,1030.188333,194.7375
2025-02-04,100,2025-02-04 16:30:00,2025-02-04 16:40:00,0.1666666667,6133.0318,917.4872,1.0322,1022.171967,152.9145333
2025-02-04,101,2025-02-04 16:40:00,2025-02-04 16:50:00,0.1666666667,6135.5204,661.4254,1.0628,1022.586733,110.2375667
2025-02-04,102,2025-02-04 16:50:00,2025-02-04 17:00:00,0.1666666667,6175.61,397.5,1.0993,1029.268333,66.25
2025-02-04,103,2025-02-04 17:00:00,2025-02-04 17:10:00,0.1666666667,6129.0218,142.1877,1.0999,1021.503633,23.69795
2025-02-04,104,2025-02-04 17:10:00,2025-02-04 17:20:00,0.1666666667,6031.0407,9.5039,1.1071,1005.17345,1.583983333
2025-02-04,105,2025-02-04 17:20:00,2025-02-04 17:30:00,0.1666666667,6035.4,0,1.1202,1005.9,0
2025-02-04,106,2025-02-04 17:30:00,2025-02-04 17:40:00,0.1666666667,6148.7496,1.1606,1.1068,1024.7916,0.1934333333
2025-02-04,107,2025-02-04 17:40:00,2025-02-04 17:50:00,0.1666666667,5538.9329,0,1.1616,923.1554833,0
2025-02-04,108,2025-02-04 17:50:00,2025-02-04 18:00:00,0.1666666667,4463.38,0,1.2653,743.8966667,0
2025-02-04,109,2025-02-04 18:00:00,2025-02-04 18:10:00,0.1666666667,4112.4403,0.0833,1.2932,685.4067167,0.01388333333
2025-02-04,110,2025-02-04 18:10:00,2025-02-04 18:20:00,0.1666666667,4217.346,0,1.2831,702.891,0
2025-02-04,111,2025-02-04 18:20:00,2025-02-04 18:30:00,0.1666666667,4351.89,0,1.2796,725.315,0
2025-02-04,112,2025-02-04 18:30:00,2025-02-04 18:40:00,0.1666666667,4357.6076,0.006,1.285,726.2679333,0.001
2025-02-04,113,2025-02-04 18:40:00,2025-02-04 18:50:00,0.1666666667,4262.4012,0,1.2788,710.4002,0
2025-02-04,114,2025-02-04 18:50:00,2025-02-04 19:00:00,0.1666666667,4181.72,0,1.2709,696.9533333,0
2025-02-04,115,2025-02-04 19:00:00,2025-02-04 19:10:00,0.1666666667,4222.2926,0,1.2902,703.7154333,0
2025-02-04,116,2025-02-04 19:10:00,2025-02-04 19:20:00,0.1666666667,4284.4862,0,1.2971,714.0810333,0
2025-02-04,117,2025-02-04 19:20:00,2025-02-04 19:30:00,0.1666666667,4263.96,0,1.2758,710.66,0
2025-02-04,118,2025-02-04 19:30:00,2025-02-04 19:40:00,0.1666666667,4181.9588,0,1.2575,696.9931333,0
2025-02-04,119,2025-02-04 19:40:00,2025-02-04 19:50:00,0.1666666667,4346.2639,0,1.296,724.3773167,0
2025-02-04,120,2025-02-04 19:50:00,2025-02-04 20:00:00,0.1666666667,4535.91,0,1.3487,755.985,0
2025-02-04,121,2025-02-04 20:00:00,2025-02-04 20:10:00,0.1666666667,4223.1693,0,1.3127,703.86155,0
2025-02-04,122,2025-02-04 20:10:00,2025-02-04 20:20:00,0.1666666667,4022.6749,0,1.252,670.4458167,0
2025-02-04,123,2025-02-04 20:20:00,2025-02-04 20:30:00,0.1666666667,4158.1,0,1.2517,693.0166667,0
2025-02-04,124,2025-02-04 20:30:00,2025-02-04 20:40:00,0.1666666667,4261.6649,0,1.31,710.2774833,0
2025-02-04,125,2025-02-04 20:40:00,2025-02-04 20:50:00,0.1666666667,4328.0016,0,1.1789,721.3336,0
