issue_date,issue_time,issue_timestamp,target_timestamp,lead_minutes,pv_forecast_kw,anchor_pv_actual_kw
2025-01-12,12:00,2025-01-12 12:00:00,2025-01-13 10:40:00,1360,5595.4388,5561.6625
2025-01-12,12:00,2025-01-12 12:00:00,2025-01-13 10:50:00,1370,5810.74665,5561.6625
2025-01-12,12:00,2025-01-12 12:00:00,2025-01-13 11:00:00,1380,6026.0545,5561.6625
2025-01-12,12:00,2025-01-12 12:00:00,2025-01-13 11:10:00,1390,5952.166283,5561.6625
2025-01-12,12:00,2025-01-12 12:00:00,2025-01-13 11:20:00,1400,5878.278067,5561.6625
2025-01-12,12:00,2025-01-12 12:00:00,2025-01-13 11:30:00,1410,5804.38985,5561.6625
2025-01-12,12:00,2025-01-12 12:00:00,2025-01-13 11:40:00,1420,5730.501633,5561.6625
2025-01-12,12:00,2025-01-12 12:00:00,2025-01-13 11:50:00,1430,5656.613417,5561.6625
2025-01-12,12:00,2025-01-12 12:00:00,2025-01-13 12:00:00,1440,5582.7252,5561.6625
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-12 18:10:00,10,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-12 18:20:00,20,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-12 18:30:00,30,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-12 18:40:00,40,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-12 18:50:00,50,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-12 19:00:00,60,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-12 19:10:00,70,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-12 19:20:00,80,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-12 19:30:00,90,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-12 19:40:00,100,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-12 19:50:00,110,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-12 20:00:00,120,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-12 20:10:00,130,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-12 20:20:00,140,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-12 20:30:00,150,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-12 20:40:00,160,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-12 20:50:00,170,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-12 21:00:00,180,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-12 21:10:00,190,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-12 21:20:00,200,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-12 21:30:00,210,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-12 21:40:00,220,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-12 21:50:00,230,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-12 22:00:00,240,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-12 22:10:00,250,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-12 22:20:00,260,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-12 22:30:00,270,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-12 22:40:00,280,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-12 22:50:00,290,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-12 23:00:00,300,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-12 23:10:00,310,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-12 23:20:00,320,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-12 23:30:00,330,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-12 23:40:00,340,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-12 23:50:00,350,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 00:00:00,360,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 00:10:00,370,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 00:20:00,380,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 00:30:00,390,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 00:40:00,400,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 00:50:00,410,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 01:00:00,420,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 01:10:00,430,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 01:20:00,440,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 01:30:00,450,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 01:40:00,460,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 01:50:00,470,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 02:00:00,480,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 02:10:00,490,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 02:20:00,500,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 02:30:00,510,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 02:40:00,520,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 02:50:00,530,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 03:00:00,540,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 03:10:00,550,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 03:20:00,560,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 03:30:00,570,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 03:40:00,580,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 03:50:00,590,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 04:00:00,600,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 04:10:00,610,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 04:20:00,620,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 04:30:00,630,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 04:40:00,640,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 04:50:00,650,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 05:00:00,660,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 05:10:00,670,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 05:20:00,680,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 05:30:00,690,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 05:40:00,700,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 05:50:00,710,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 06:00:00,720,0,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 06:10:00,730,12.52646667,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 06:20:00,740,25.05293333,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 06:30:00,750,37.5794,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 06:40:00,760,50.10586667,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 06:50:00,770,62.63233333,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 07:00:00,780,75.1588,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 07:10:00,790,347.4614333,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 07:20:00,800,619.7640667,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 07:30:00,810,892.0667,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 07:40:00,820,1164.369333,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 07:50:00,830,1436.671967,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 08:00:00,840,1708.9746,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 08:10:00,850,1992.9168,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 08:20:00,860,2276.859,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 08:30:00,870,2560.8012,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 08:40:00,880,2844.7434,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 08:50:00,890,3128.6856,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 09:00:00,900,3412.6278,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 09:10:00,910,3462.400633,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 09:20:00,920,3512.173467,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 09:30:00,930,3561.9463,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 09:40:00,940,3611.719133,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 09:50:00,950,3661.491967,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 10:00:00,960,3711.2648,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 10:10:00,970,4035.854883,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 10:20:00,980,4360.444967,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 10:30:00,990,4685.03505,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 10:40:00,1000,5009.625133,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 10:50:00,1010,5334.215217,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 11:00:00,1020,5658.8053,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 11:10:00,1030,5739.050533,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 11:20:00,1040,5819.295767,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 11:30:00,1050,5899.541,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 11:40:00,1060,5979.786233,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 11:50:00,1070,6060.031467,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 12:00:00,1080,6140.2767,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 12:10:00,1090,6227.304217,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 12:20:00,1100,6314.331733,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 12:30:00,1110,6401.35925,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 12:40:00,1120,6488.386767,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 12:50:00,1130,6575.414283,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 13:00:00,1140,6662.4418,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 13:10:00,1150,6430.992317,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 13:20:00,1160,6199.542833,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 13:30:00,1170,5968.09335,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 13:40:00,1180,5736.643867,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 13:50:00,1190,5505.194383,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 14:00:00,1200,5273.7449,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 14:10:00,1210,5021.837417,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 14:20:00,1220,4769.929933,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 14:30:00,1230,4518.02245,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 14:40:00,1240,4266.114967,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 14:50:00,1250,4014.207483,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 15:00:00,1260,3762.3,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 15:10:00,1270,3441.610617,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 15:20:00,1280,3120.921233,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 15:30:00,1290,2800.23185,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 15:40:00,1300,2479.542467,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 15:50:00,1310,2158.853083,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 16:00:00,1320,1838.1637,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 16:10:00,1330,1544.185883,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 16:20:00,1340,1250.208067,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 16:30:00,1350,956.23025,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 16:40:00,1360,662.2524333,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 16:50:00,1370,368.2746167,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 17:00:00,1380,74.2968,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 17:10:00,1390,61.914,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 17:20:00,1400,49.5312,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 17:30:00,1410,37.1484,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 17:40:00,1420,24.7656,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 17:50:00,1430,12.3828,0
2025-01-12,18:00,2025-01-12 18:00:00,2025-01-13 18:00:00,1440,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 00:10:00,10,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 00:20:00,20,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 00:30:00,30,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 00:40:00,40,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 00:50:00,50,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 01:00:00,60,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 01:10:00,70,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 01:20:00,80,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 01:30:00,90,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 01:40:00,100,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 01:50:00,110,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 02:00:00,120,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 02:10:00,130,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 02:20:00,140,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 02:30:00,150,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 02:40:00,160,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 02:50:00,170,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 03:00:00,180,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 03:10:00,190,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 03:20:00,200,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 03:30:00,210,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 03:40:00,220,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 03:50:00,230,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 04:00:00,240,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 04:10:00,250,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 04:20:00,260,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 04:30:00,270,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 04:40:00,280,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 04:50:00,290,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 05:00:00,300,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 05:10:00,310,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 05:20:00,320,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 05:30:00,330,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 05:40:00,340,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 05:50:00,350,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 06:00:00,360,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 06:10:00,370,12.28516667,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 06:20:00,380,24.57033333,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 06:30:00,390,36.8555,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 06:40:00,400,49.14066667,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 06:50:00,410,61.42583333,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 07:00:00,420,73.711,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 07:10:00,430,333.6119667,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 07:20:00,440,593.5129333,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 07:30:00,450,853.4139,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 07:40:00,460,1113.314867,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 07:50:00,470,1373.215833,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 08:00:00,480,1633.1168,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 08:10:00,490,1891.720817,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 08:20:00,500,2150.324833,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 08:30:00,510,2408.92885,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 08:40:00,520,2667.532867,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 08:50:00,530,2926.136883,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 09:00:00,540,3184.7409,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 09:10:00,550,3410.6126,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 09:20:00,560,3636.4843,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 09:30:00,570,3862.356,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 09:40:00,580,4088.2277,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 09:50:00,590,4314.0994,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 10:00:00,600,4539.9711,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 10:10:00,610,4697.882433,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 10:20:00,620,4855.793767,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 10:30:00,630,5013.7051,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 10:40:00,640,5171.616433,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 10:50:00,650,5329.527767,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 11:00:00,660,5487.4391,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 11:10:00,670,5525.60025,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 11:20:00,680,5563.7614,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 11:30:00,690,5601.92255,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 11:40:00,700,5640.0837,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 11:50:00,710,5678.24485,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 12:00:00,720,5716.406,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 12:10:00,730,5715.98455,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 12:20:00,740,5715.5631,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 12:30:00,750,5715.14165,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 12:40:00,760,5714.7202,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 12:50:00,770,5714.29875,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 13:00:00,780,5713.8773,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 13:10:00,790,5458.13585,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 13:20:00,800,5202.3944,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 13:30:00,810,4946.65295,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 13:40:00,820,4690.9115,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 13:50:00,830,4435.17005,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 14:00:00,840,4179.4286,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 14:10:00,850,3965.671483,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 14:20:00,860,3751.914367,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 14:30:00,870,3538.15725,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 14:40:00,880,3324.400133,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 14:50:00,890,3110.643017,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 15:00:00,900,2896.8859,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 15:10:00,910,2646.179883,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 15:20:00,920,2395.473867,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 15:30:00,930,2144.76785,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 15:40:00,940,1894.061833,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 15:50:00,950,1643.355817,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 16:00:00,960,1392.6498,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 16:10:00,970,1170.234867,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 16:20:00,980,947.8199333,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 16:30:00,990,725.405,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 16:40:00,1000,502.9900667,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 16:50:00,1010,280.5751333,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 17:00:00,1020,58.1602,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 17:10:00,1030,48.46683333,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 17:20:00,1040,38.77346667,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 17:30:00,1050,29.0801,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 17:40:00,1060,19.38673333,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 17:50:00,1070,9.693366667,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 18:00:00,1080,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 18:10:00,1090,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 18:20:00,1100,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 18:30:00,1110,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 18:40:00,1120,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 18:50:00,1130,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 19:00:00,1140,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 19:10:00,1150,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 19:20:00,1160,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 19:30:00,1170,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 19:40:00,1180,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 19:50:00,1190,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 20:00:00,1200,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 20:10:00,1210,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 20:20:00,1220,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 20:30:00,1230,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 20:40:00,1240,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 20:50:00,1250,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 21:00:00,1260,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 21:10:00,1270,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 21:20:00,1280,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 21:30:00,1290,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 21:40:00,1300,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 21:50:00,1310,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 22:00:00,1320,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 22:10:00,1330,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 22:20:00,1340,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 22:30:00,1350,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 22:40:00,1360,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 22:50:00,1370,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 23:00:00,1380,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 23:10:00,1390,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 23:20:00,1400,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 23:30:00,1410,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 23:40:00,1420,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-13 23:50:00,1430,0,0
2025-01-13,00:00,2025-01-13 00:00:00,2025-01-14 00:00:00,1440,0,0
2025-01-13,06:00,2025-01-13 06:00:00,2025-01-13 06:10:00,10,13.02733333,0
2025-01-13,06:00,2025-01-13 06:00:00,2025-01-13 06:20:00,20,26.05466667,0
2025-01-13,06:00,2025-01-13 06:00:00,2025-01-13 06:30:00,30,39.082,0
2025-01-13,06:00,2025-01-13 06:00:00,2025-01-13 06:40:00,40,52.10933333,0
2025-01-13,06:00,2025-01-13 06:00:00,2025-01-13 06:50:00,50,65.13666667,0
2025-01-13,06:00,2025-01-13 06:00:00,2025-01-13 07:00:00,60,78.164,0
2025-01-13,06:00,2025-01-13 06:00:00,2025-01-13 07:10:00,70,378.9045167,0
2025-01-13,06:00,2025-01-13 06:00:00,2025-01-13 07:20:00,80,679.6450333,0
2025-01-13,06:00,2025-01-13 06:00:00,2025-01-13 07:30:00,90,980.38555,0
